"","dme-miR-1","dme-miR-2a","dme-miR-2b","dme-miR-3","dme-miR-4","dme-miR-5","dme-miR-6","dme-miR-7","dme-miR-8","dme-miR-9a","dme-miR-10-5p","dme-miR-10-3p","dme-miR-11","dme-miR-13a","dme-miR-13b","dme-miR-14","dme-miR-263a","dme-miR-184","dme-miR-274","dme-miR-275","dme-miR-92a","dme-miR-219","dme-miR-276a","dme-miR-277","dme-miR-278","dme-miR-133","dme-miR-279","dme-miR-33","dme-miR-281","dme-miR-282","dme-miR-283","dme-miR-284","dme-miR-281-2*","dme-miR-34","dme-miR-124","dme-miR-79","dme-miR-276b","dme-miR-210","dme-miR-285","dme-miR-100","dme-miR-92b","dme-miR-286","dme-miR-87","dme-miR-263b","dme-bantam","dme-miR-31b","dme-miR-304","dme-miR-305","dme-miR-9c","dme-miR-306","dme-miR-9b","dme-let-7","dme-miR-125","dme-miR-307","dme-miR-308","dme-miR-31a","dme-miR-309","dme-miR-310","dme-miR-311","dme-miR-312","dme-miR-313","dme-miR-314","dme-miR-315","dme-miR-316","dme-miR-317","dme-miR-318","dme-miR-2c","dme-miR-iab-4-5p","dme-miR-iab-4-3p","dme-miR-iab-4as-5p","dme-miR-955","dme-miR-190","dme-miR-193","dme-miR-956","dme-miR-957","dme-miR-958","dme-miR-375","dme-miR-960","dme-miR-962","dme-miR-963","dme-miR-964","dme-miR-932","dme-miR-965","dme-miR-1002","dme-miR-968","dme-miR-969","dme-miR-970","dme-miR-971","dme-miR-974","dme-miR-976","dme-miR-977","dme-miR-980","dme-miR-981","dme-miR-927","dme-miR-986","dme-miR-987","dme-miR-988","dme-miR-989","dme-miR-137","dme-miR-929","dme-miR-993","dme-miR-994","dme-miR-995","dme-miR-996","dme-miR-252","dme-miR-998","dme-miR-999","dme-miR-1000","dme-miR-1003","dme-miR-1004","dme-miR-1006","dme-miR-1007","dme-miR-1010","dme-miR-1011","dme-miR-1014","dme-miR-1017","dme-miR-12","dme-miR-184*","dme-miR-276*","dme-miR-280","dme-miR-281-1*","dme-miR-287","dme-miR-288","dme-miR-289","dme-miR-303","dme-miR-306*","dme-miR-iab-4as-3p","dme-miR-954","dme-miR-959","dme-miR-961","dme-miR-966","dme-miR-967","dme-miR-972","dme-miR-973","dme-miR-975","dme-miR-978","dme-miR-979","dme-miR-982","dme-miR-983","dme-miR-984","dme-miR-985","dme-miR-990","dme-miR-991","dme-miR-992","dme-miR-995*","dme-miR-997","dme-miR-1001","dme-miR-1005","dme-miR-1008","dme-miR-1009","dme-miR-1012","dme-miR-1013","dme-miR-1015","dme-miR-1016","dme-miR-2279*","dme-miR-2279","dme-miR-2280","dme-miR-2280*","dme-miR-2281*","dme-miR-2281","dme-miR-2282","dme-miR-2283","dme-miR-307-as*","dme-miR-307-as","dme-miR-2489","dme-miR-2490","dme-miR-2491","dme-miR-2492","dme-miR-2493*","dme-miR-2493","dme-miR-2494*","dme-miR-2494","dme-miR-2495","dme-miR-2495*","dme-miR-2496*","dme-miR-2496","dme-miR-2497*","dme-miR-2497","dme-miR-2498*","dme-miR-2498","dme-miR-2499*","dme-miR-2499","dme-miR-2500*","dme-miR-2500","dme-miR-2501","dme-miR-2501*","dme-miR-4951","dme-miR-3642","dme-miR-3643","dme-miR-3644","dme-miR-3645","dme-miR-4966","dme-miR-4968","dme-miR-4969","dme-miR-4976"
"11","31344","249663","33215","34946","318600","45588","249663","41938","34371","38104","33995","31339","249663","33215","33215","37918","37462","35738","34445","40838","43788","36362","251924","36497","31914","34594","39004","40065","35910","32858","32097","32036","37005","43259","33019","31160","38007","32006","38007","41668","32734","43235","38360","45588","32797","33757","43788","31618","38104","40205","8674066","33924","43927","40348","249663","31262","318271","38503","38100","32734","38100","35986","38988","36881","33082","318271","249663","40998","43565","43788","45467","34096","3772080","33983","38222","36362","36881","44543","33983","33924","36299","32425","39841","38327","8674066","34872","31521","50392","32278","48571","32467","34678","36881","36592","33419","36881","37790","40386","326192","38721","319023","33814","39302","33350","36592","44097","36750","34096","40386","41883","42027","40527","32295","5740599","42027","41117","33983","48571","3772080","318953","38395","36587","48571","32097","31000","3772232","37039","35927","31957","38327","32734","36913","47764","32207","40998","3772138","36555","31815","36368","35519","30973","38141","43828","36031","40065","31320","47141","43716","41883","38691","32036","37659","36914","34027","35730","37987","43788","37659","43565","40118","32278","39734","32006","41397","43828","33419","31618","38613","40527","43565","36019","39144","32882","34065","31521","37567","35519","36881","32734","34304","33347","43982","41883","36881","38988","42025",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","50073","33215","34872","318271","35652","33024","33215","36803","38503","32467","43453","36881","33215","34872","34872","36362","41728","43469","36299","38073","32734","33983","3771738","41656","49701","35758","37548","36913","38073","39751","41062","40143","38395","36065","31320","43788","43319","261329","45574","35322","36031","37548","35971","43259","45655","31262","40943","37462","32467","38222","33814","43130","42428","3354921","30979","41289","38067","38100","43565","36031","43565","34304","36497","31000","43749","3772305","33215","40118","43788","8674066","3772080","38327","39571","36065","46156","34652","31000","43274","31957","43291","43788","42025","40725","36232","41495","40065","33983","37447","44006","318064","32425","35979","31000","31618","41899","37659","43787","37447","36592","40049","37867","40143","53471","36803","37734","39302","3346176","33640","41883","41495","37800","5740170","41147","38100","38613","32183","38788","31618","31402","41062","318843","32425","37734","41062","37659","36518","36881","42742","33117","41135","41883","42492","36881","36299","35652","34311","31402","37019","37039","43565","37800","43734","33170","33814","31623","31521","36061","49228","40527","38613","36061","38974","38784","38794","39091","3355125","35927","5740599","31160","36061","39831","42027","36803","317931","5740691","42072","318064","326118","5740170","40143","33117","37228","37040","31773","53515","3772232","32207","37734","32425","36913","36065","37885","251324","41587","42027","45588",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","40527","34872","43720","38067","36750","32627","34872","43772","38100","32425","40029","43132","34872","43720","43720","33024","40998","41760","43565","38222","36031","40575","41414","40639","42899","2768730","32780","32006","37927","31344","40201","40386","318843","38890","40143","33019","251924","32278","39302","31189","35971","32780","36065","42615","37532","41289","41883","32007","32425","34618","38104","38089","39758","33881","33215","31773","33373","43565","32734","35971","43788","42930","35838","37659","47729","38067","34872","249663","40633","44543","40713","35519","37233","34304","38721","40527","38503","33983","40527","42449","3346201","31957","31656","35519","36362","38924","32627","41883","31651","38503","40143","33419","31618","41728","44750","34371","3772232","32898","41135","37567","42657","40386","40074","43235","35519","53471","31320","40998","41495","35971","326118","42742","43825","32207","37800","40527","32183","5740599","40348","38456","2769006","37447","38100","40201","38327","3772105","36592","36791","40065","36299","42025","31979","37659","41783","246650","41472","39917","37038","38974","31160","31339","43222","30973","40943","39841","34397","33983","34032","33215","38500","34652","41587","32407","39903","41431","39302","41388","41824","34933","33983","40713","43828","42595","43255","38613","39004","32007","35398","42360","40943","30979","41414","40207","37418","34397","42899","32036","41930","42360","31623","36444","34032","33024","31618","35838","31521",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","38890","43720","31553","33373","41883","53515","43720","3772138","34445","50392","32678","37659","43720","31553","31553","38924","43788","44071","41503","34618","35971","33117","40205","31339","33695","40090","34127","41456","53471","45588","40659","41883","2769006","36913","45588","38104","3771738","42177","53471","40225","36061","34751","33924","40342","318599","31773","36362","43788","50392","43734","35570","251924","42801","41911","34872","32221","37567","32734","36031","36061","32734","39099","33170","36232","33024","33373","43720","35971","39031","40118","32398","43565","35648","32228","2768852","36019","32007","38788","40342","34211","8674066","38466","34751","32207","45588","31623","31957","38360","32797","43788","47141","46085","41824","41930","37548","318064","38429","42025","318064","41962","43811","41883","43769","37548","34445","46156","37447","31160","35971","31521","35398","43716","43982","36850","326118","42742","42360","32007","33834","40659","41995","42025","41728","40659","41135","3346167","37734","40065","42930","43788","45588","43736","36592","32734","41503","39831","42038","36491","36592","41495","38500","38794","37800","42025","33419","33743","41568","43162","42742","37039","33692","31618","39572","3346167","32097","38531","32858","32007","32937","32183","38746","33170","44750","31322","44505","42152","32207","33044","43772","37447","42742","41971","50310","44058","34872","31357","36750","35519","34397","34311","34192","40207","32627","318064","41656","39179",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","39257","31553","36913","37567","45588","33347","31553","39099","41783","37447","3355094","31618","31553","36913","36913","39919","32734","3355162","32275","43734","36061","34872","3772305","31000","35554","38512","34751","32158","38372","34982","39734","33347","31253","32295","35971","36750","41414","34751","40074","41531","33983","32264","32006","43716","32601","37288","33692","3346201","42025","36301","32467","37927","37355","43811","43720","37288","31003","36031","35971","33983","36031","32158","37800","32007","40575","37567","31553","32543","32425","40943","44014","41503","3355125","34311","42985","8674049","35519","32183","43772","42595","36689","39179","47877","32858","36061","33397","38788","45588","35007","39031","36061","34311","43788","36299","45786","42624","46017","36061","32007","36020","43222","251324","34850","32158","41783","40074","35971","41503","31521","40527","31339","43775","44653","31160","31339","42930","33117","41930","37927","39734","31253","47729","35519","39734","35519","40517","35519","31623","41938","35927","31521","34925","37734","44543","34933","37065","38240","39180","41135","36061","37039","39903","326118","38360","38593","41456","30979","36555","31623","31618","34872","34371","37116","46069","318953","3772305","3346176","35519","44543","42360","41644","30973","40828","41676","37039","34032","40998","34096","41899","41883","36791","34539","38901","33881","40065","35324","32425","40998","30979","32780","32228","35111","53515","37462","40639","33692",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","36791","36913","8674049","31003","31521","33692","36913","37885","35570","42025","41737","35519","36913","33931","33931","43291","32275","38512","8674066","37016","33983","40065","318859","36592","35652","37593","32264","34751","31003","33692","42027","40575","38871","31658","35986","31320","40205","37040","43769","39252","34652","37228","34191","40065","34772","37733","30979","39031","45588","43811","50392","31953","41411","41397","31553","37733","41962","35971","36061","34652","38360","34946","41656","35519","42742","31003","36913","32627","40118","42025","35651","40633","38222","39099","43528","34191","31320","40527","37005","36287","32858","34982","34065","36587","31957","33266","38466","43274","40348","246507","34652","43982","44543","35927","44086","33640","33062","32543","35519","38315","35742","33024","31037","37065","35652","43769","47141","43788","40527","37901","36881","261329","38007","35927","32839","39841","38890","40998","40412","38988","38871","47141","43788","42027","32207","33753","43565","261329","33743","32275","32627","44097","37462","41883","3346201","35060","43312","41246","31618","33983","36881","43453","41656","35971","31661","34311","39257","41986","32278","318064","40444","37462","40830","34496","41062","40074","42025","40998","32425","33743","43836","37800","38165","41392","34096","32797","35652","31000","43825","36061","37005","38668","36542","3771916","33924","35899","40386","246650","34192","32264","8674049","43271","33692","41824","37310","32703",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","40342","8674049","42930","41962","41117","35914","33350","33757","40118","45588","38355","318600","33350","8674049","8674049","3354863","44543","30998","32858","43811","34652","42492","31919","34371","35758","43576","37228","33757","40733","32703","36497","39461","35375","33266","8674049","39751","3772305","47877","31037","34611","35986","43319","44653","31316","33373","40093","40065","32467","41568","42845","37447","38871","42030","37230","36913","40093","318175","36061","33983","35986","35971","40622","36881","34445","36791","41962","8674049","36019","36362","36362","39917","36689","37418","49228","33325","36287","40943","42360","32278","43825","38104","42615","33941","36750","40527","35111","34397","47141","41347","33896","31957","38901","32467","3346201","32133","246650","31061","33024","38232","41397","38034","32627","3346167","32780","36750","3772105","36061","32275","37901","34397","43132","44750","42412","40943","37039","261329","34982","43565","42077","33756","35375","31521","40633","36497","40633","40637","32734","41899","41472","32467","38788","3354921","38100","45588","36689","35111","32603","2768680","38503","30979","41587","37202","44505","40527","45786","42315","32703","35699","31979","38503","43775","42624","46415","40104","40201","42985","31344","246650","40143","37005","37288","326118","40804","35758","38327","38901","32275","36592","45467","31521","39099","64877","37228","43604","36913","42567","40943","3346201","40065","34946","31623","41986","40065","32007","35398","31424",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","33610","42930","35914","318175","40527","33419","8674049","42412","33983","50073","48071","36031","8674049","42930","42930","42072","38104","34557","38104","42845","35986","3354863","43604","36459","36473","42940","40804","42412","37016","33924","37800","34192","40553","36555","42874","41883","318859","43582","3346167","35003","34982","44014","50130","42449","64877","41884","8674049","40386","31016","318798","42025","43734","43780","44817","42492","41884","34850","33983","34652","34982","36061","3772080","41587","32207","38596","318175","42930","34982","32627","35971","39302","44543","37310","36555","32747","31651","249663","38890","43235","43982","32425","42742","40205","40386","33692","37228","43716","31521","37927","31344","38788","251924","31344","36689","33563","43788","40029","32183","41783","38916","42832","53515","43852","37471","32425","31037","36130","44543","42742","42742","37659","44027","37215","37447","36881","42508","30979","43788","35864","42027","40553","40575","3346201","43828","44543","31480","40633","37040","36804","40143","36065","37927","38232","43274","40143","38089","39748","39198","34445","33023","32207","31500","35398","34982","251924","44653","33924","35505","34191","37462","44433","35519","35076","35660","53511","42657","38360","43788","36061","31658","246605","41656","40188","34796","41587","3772080","44543","37734","38514","34982","36804","42251","34112","43528","32006","32342","39751","36689","42874","39753","42930","43319","35914","41930","38327","42742",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","36913","35914","42449","34850","33692","43291","42930","35007","34652","32543","41729","36750","42930","42449","42449","3354890","32425","39732","32467","35359","34982","43235","318175","35519","39180","43058","43319","44307","318175","41938","41656","32228","44548","34353","43235","36362","46156","40348","31322","33609","39257","31253","43354","32882","2768981","41962","34678","37918","34192","36914","45588","41911","37239","33883","42930","32603","37289","34652","35986","39257","33983","35007","326192","43565","34949","318099","35914","36444","44291","36061","246605","3346176","34772","31023","32718","34065","35971","34982","42327","43783","246507","43716","37893","43122","39257","32995","40065","33024","31253","45588","40527","43216","34652","38104","50310","8674066","39569","40575","40998","38562","36896","33692","38640","34751","40143","3346167","36019","36907","42930","42930","31618","48552","43839","39751","43132","31816","39257","38327","39311","34159","44548","42360","32467","33170","38104","46074","36689","31248","41899","31344","34192","38721","34445","47141","40943","3772305","39583","40240","36299","44653","41783","39103","31000","31623","34160","32264","40607","44861","37065","35652","44750","32207","35825","32123","40659","32009","32183","40633","33983","43235","41884","44505","37532","38540","48571","39571","50392","31618","33757","32703","31380","43222","33941","32217","32278","42940","36362","31320","32882","3772080","3355114","44097","33743","36299","41824","43102",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","33743","42449","34725","37289","34192","36287","42449","44097","53515","41568","31017","32467","32295","34725","34725","43982","31320","42986","246507","8674000","39257","36804","3772232","34445","39930","34954","44014","38165","36384","41472","44505","8674049","32718","37987","40725","34652","31919","43450","38640","40373","41468","37733","318843","2768954","33351","32603","3772138","36061","33924","8674000","50073","32009","31795","35405","42449","36518","42965","35986","34982","41468","34652","43319","48571","31160","59215","43222","42449","32006","34192","33983","3771916","39751","318984","37679","42934","37121","31521","30979","32158","43582","40143","38596","41995","42025","32703","33834","38596","34982","3771916","50073","31016","41426","38788","3346176","36555","36750","39493","42360","39473","34783","32407","40342","41775","32264","40386","31322","33117","40386","39841","39841","35519","31262","45655","47141","31000","48552","43716","33814","3772218","36497","32718","38890","40943","38613","32425","39153","33814","36555","43825","47729","31424","41884","36299","32183","42025","64877","44817","42197","32734","47877","40998","3772218","36459","34311","39602","38007","33419","44437","45467","246650","31798","36299","42162","33988","38988","42893","33347","36689","32183","32158","43604","35398","37927","40195","37734","34112","41883","38503","50310","34872","39004","38429","43450","317931","31380","41836","32543","37447","40669","35007","37040","35910","33419","40998","41930","40444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","43291","34725","44307","42965","32703","40489","34725","41426","38466","31016","32722","40143","42449","34032","34032","32692","36903","37007","40143","3772105","41468","43825","40265","43565","38549","38876","40481","37254","43222","34211","37310","32006","3772232","41426","46008","41117","43604","32398","42778","40514","43716","53471","35007","34191","35359","35742","43235","53515","32228","3772105","41568","37573","37349","3772719","34725","39583","33458","34982","39257","43716","35986","44496","36592","32734","34311","34850","34725","41456","36791","31957","38372","42025","5740325","32398","36518","43450","32627","43716","38514","31248","39751","33924","53471","36362","43716","3354921","43775","34192","3772305","31957","42615","44728","33117","36903","44097","3346176","39103","39257","32734","33753","34496","40065","35091","33757","43122","38640","42742","31344","32278","32278","318600","43216","36775","38788","37659","34127","37005","43122","37038","43828","3772232","31016","41883","37800","36362","31834","32425","34112","37885","38788","40065","38141","41783","33830","45588","32718","42127","33262","8674066","43162","34721","35988","42624","32278","35505","38165","31340","36856","318843","32036","31651","40998","36488","42840","42027","34045","34982","38104","43720","31656","42541","31339","35785","38512","31618","31049","47729","37462","37228","40342","38747","3772105","3772305","33753","45467","34896","33983","36362","34725","40348","33397","41708","43291","43565","35519","42492",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","44433","44154","40303","33458","42742","43783","36287","35505","36065","30979","43655","37447","34725","44154","44154","42315","40386","48317","33896","3772719","43716","31798","31209","35652","42059","36080","31253","43319","39748","2768954","35398","41938","34594","41708","43450","32183","318175","38746","35091","35595","41938","3772305","35950","43130","43095","39583","37548","41117","8674049","3772719","30979","43093","318662","37202","37548","8674000","31090","39257","41468","41938","34982","37215","36232","36689","42315","37289","44154","31340","38596","39461","43174","32725","42845","35505","8674000","35699","53515","37005","37471","50130","42025","8674049","46156","40527","33419","33390","35914","42615","43312","36444","42492","44861","32492","40143","36775","32425","32605","42492","32937","37202","33704","35914","41176","37228","39751","42778","33610","45588","34191","34191","38327","319023","46156","33830","48571","45320","43235","42025","32483","31011","34594","33692","36362","41656","38360","31198","37447","44097","35070","39461","39919","40733","32734","33117","41568","38794","41095","38313","36750","43130","36689","39153","35519","43235","37233","36234","34211","40412","36234","40943","42315","43565","32967","46415","34159","326253","39257","36750","39824","44653","30986","33044","3772305","43799","318064","45655","249663","38100","37679","36913","35070","3772719","318859","39958","42177","37511","40575","249663","35070","41908","43582","38746","46085","35652","35652","39919",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","42449","44307","37121","31090","38596","44653","44154","39826","32228","34192","43844","34652","37548","44307","44307","44653","40943","43385","40943","34390","41938","31651","33753","36031","34952","33638","37733","44014","39903","38593","31339","35979","44817","44505","37288","40527","3772232","35306","30998","34215","42449","4379834","37418","34946","3355167","8674000","43982","32183","43291","34390","42742","36914","34176","37824","37885","36011","35652","41468","43716","42449","39257","37679","41135","33814","45467","33458","44307","37065","41456","34982","40412","36362","35742","3355125","40079","38746","38788","43235","34751","33064","36362","43775","32599","33347","32295","39147","43772","33419","32603","5740152","44433","326155","4379908","35291","39302","40143","5740147","41456","44543","41760","40768","33743","2768680","40804","42025","35091","40260","35971","34725","34725","36031","41644","64877","41568","36232","31262","44006","45588","38411","38613","44817","30979","45588","35398","45588","8674055","39751","41426","48552","34982","37005","318984","40633","43102","34982","35359","3772105","42162","32467","38901","44543","31717","32207","38593","3772305","31773","3354863","36301","34065","41883","45467","43788","38006","37161","36497","36307","32703","3346176","33350","42316","32603","36368","318859","35596","32007","41347","36061","41824","33834","8674049","48552","39999","41971","31581","34032","34485","39257","35971","40725","38222","36542","33954","32278","39473","8674066","41938",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","39099","40303","34160","35652","33350","44154","38901","32601","41938","42742","35737","31957","44307","40303","37121","32133","42025","39677","37447","246663","42449","32780","40997","50251","3772140","42882","53471","32195","43095","36287","36368","33419","3772719","38222","37418","34982","40265","41995","41176","35955","32278","49297","3771916","36542","31914","36311","33446","42360","261329","246663","33924","34850","33291","43812","38901","40989","38229","43716","41938","32278","41468","37121","37734","35570","31656","43469","40303","33023","32278","33692","36201","45588","3772105","37225","38034","35505","39461","44006","32133","36775","35971","41456","40074","31016","3355114","41995","43235","43291","46017","42742","261329","37288","31623","36362","326251","40386","36308","261329","32858","41746","36121","40607","31200","43319","36362","41176","38596","33983","37548","37548","36750","40205","32603","33692","37462","318843","49228","35971","40271","37800","8674000","42615","249663","31339","47141","45329","42025","31773","38007","36913","3354863","318175","35927","40065","36791","41178","40147","3885654","40118","44307","39031","5740805","36299","31656","36201","326251","44006","318175","318206","36362","34032","35927","34413","43385","43828","32547","42615","31320","41456","44307","41397","37039","46156","42387","32207","39602","33024","32007","36775","42930","32133","317859","32601","41149","41986","3772383","36791","47141","34127","37288","318843","39542","42072","32734","3346176","37005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","43235","37121","37233","38229","39841","42412","44307","35877","46085","33924","36541","5740170","37121","37121","34160","35111","38360","39435","45588","31349","32278","43982","43156","33814","42882","250811","4379834","32603","34850","43982","37039","34311","44324","36764","44058","30979","31209","46156","2768680","38302","32882","30986","35375","39144","38562","36011","35070","43716","34311","31349","32228","8674000","37148","40988","44307","31322","41392","41938","42449","32882","43716","44505","31618","31320","44653","32407","37121","43982","43235","36444","64877","249663","32964","38895","37947","38073","34982","43825","42412","37733","43274","46085","41397","33692","42449","3771916","41880","31979","43095","36791","40669","42260","44433","251324","3772305","43122","31707","37005","38104","33695","36848","33419","48317","34160","33983","2768680","33350","31957","42327","42327","32467","37288","43222","33215","35519","31023","43825","31521","38876","44505","3772719","34872","31521","33044","33347","35865","31344","38222","35111","41938","44006","34528","44543","43291","40342","36395","36282","42920","318856","36555","38104","42197","43565","44653","5740816","41995","43825","41987","32398","38360","44653","32937","40840","34514","33170","33806","42742","36903","34311","36555","32018","31879","38067","37707","40998","39917","53515","41930","37893","41456","47877","40393","38067","36523","42805","31107","31623","31957","45320","37418","32398","246605","3354890","40633","31320","31816",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","36770","34160","41995","41392","33419","40622","37121","32729","43235","32228","45827","36019","34160","45655","37233","31402","45588","39648","43191","31322","32882","32133","39311","39031","43906","38261","38668","38429","8674000","44027","36881","41472","32329","36589","32601","39257","33753","41962","40567","37470","40134","49090","40378","318843","3355134","40989","44653","39824","42449","31322","8674049","32672","35586","33806","34112","246532","39002","42449","32278","40134","41938","41414","37462","50392","37040","31090","34160","43783","44750","34192","36241","36061","32483","42889","35255","45574","34397","39831","44097","31953","53515","34311","43165","39257","44006","32601","48552","42327","42077","43716","43825","3772305","34311","35971","46156","40943","36544","49892","40143","36523","32872","43291","34908","44014","31957","40830","33931","38788","32158","32158","40143","3771916","38794","34192","318600","43216","39831","40575","39204","31339","44324","40342","33983","36368","5740152","39386","45588","39302","42412","35914","31380","42845","33814","318608","43720","40942","31090","37519","35696","38089","35570","31514","43788","32264","32195","3772305","36645","38315","3771916","33024","33757","44543","326187","3354930","37800","39002","36791","40143","31816","36542","37334","38327","36727","31707","43565","3772305","34192","34445","37288","261329","45320","31496","40049","40195","35306","41662","42930","37743","46008","3771916","35306","36201","36287","35927","40143","43982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","49892","37233","44058","39002","44433","35950","34160","39123","34191","8674049","38110","39461","37233","34160","41995","41708","36061","33156","36065","42899","40134","38395","43812","32467","40073","326187","49297","36240","246653","45467","38327","41899","43156","3772305","40049","42742","40997","37484","39682","41109","36287","35359","44030","44728","41391","31322","43162","42492","32882","42899","261329","3772719","42210","38076","37121","39076","41720","32278","40134","36287","42449","44058","32007","40943","32264","35652","37233","47877","43825","40444","33224","33983","41144","34594","53444","246605","39257","38747","34160","35375","31957","32882","3772232","32006","36804","40412","43783","32158","35864","40065","42315","46156","32278","36061","38240","39751","44540","43825","42025","33989","31707","32278","40339","40481","40527","42821","43775","38466","43825","37065","37447","38668","3772232","41468","43788","44097","38747","36003","31158","34096","32329","33924","34652","37039","43716","40436","249663","34568","318206","59215","45467","2768981","32858","37005","38596","31090","40104","32201","41883","31402","32425","37345","32734","38007","64877","40093","34032","42541","39381","32183","50130","39031","33636","31211","326118","43415","34872","50392","3354863","37254","38429","37734","40378","32722","39473","41971","40065","36299","32482","32278","35111","31779","36201","39153","41995","42490","35979","33117","34946","37310","39302","41962","42327","44543","33896","45467",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","42327","38001","53471","41720","42508","44861","37233","37289","36287","43291","43927","43716","41995","37233","44058","44014","41568","37691","31016","34416","31380","44154","34629","32425","40428","35190","37071","40265","3355167","43354","31618","44750","40942","35375","33373","33610","43156","30986","37161","40542","39831","43552","32009","31773","38534","32056","43130","31623","3354863","34416","34311","246653","43758","53472","34160","35417","33809","40134","36287","39831","32278","31809","47251","39751","34925","38229","38001","43130","37065","8674049","37334","33024","31717","32145","40147","39826","40342","45467","44728","37867","33347","31816","34594","33743","42072","38240","34127","39831","35419","40260","31248","4379834","43235","53515","31919","32725","35540","35507","31344","32646","41353","32882","31620","41644","42360","34908","36803","40575","37065","38514","39751","41962","39903","40444","44543","319023","45467","34872","3772383","36881","43156","41938","41117","31879","42930","32576","31521","41971","37679","37005","45786","32718","38104","41899","31553","42942","38640","44548","35971","40713","31320","38820","35927","37228","32532","46156","44653","33783","3772305","40575","318843","36903","3771968","44703","41656","39438","40444","39751","33386","35977","33062","34371","43312","31200","43788","34193","38596","40998","37310","43235","318843","40104","43769","5740147","43836","41767","33419","38890","35111","318984","41995","41256","40489","39031","40943","44653",NA,NA,NA,NA,NA,NA,NA,NA,NA
