"","dme-miR-1","dme-miR-2a","dme-miR-2b","dme-miR-3","dme-miR-4","dme-miR-5","dme-miR-6","dme-miR-7","dme-miR-8","dme-miR-9a","dme-miR-10-5p","dme-miR-10-3p","dme-miR-11","dme-miR-13a","dme-miR-13b","dme-miR-14","dme-miR-263a","dme-miR-184","dme-miR-274","dme-miR-275","dme-miR-92a","dme-miR-219","dme-miR-276a","dme-miR-277","dme-miR-278","dme-miR-133","dme-miR-279","dme-miR-33","dme-miR-281","dme-miR-282","dme-miR-283","dme-miR-284","dme-miR-281-2*","dme-miR-34","dme-miR-124","dme-miR-79","dme-miR-276b","dme-miR-210","dme-miR-285","dme-miR-100","dme-miR-92b","dme-miR-286","dme-miR-87","dme-miR-263b","dme-bantam","dme-miR-31b","dme-miR-304","dme-miR-305","dme-miR-9c","dme-miR-306","dme-miR-9b","dme-let-7","dme-miR-125","dme-miR-307","dme-miR-308","dme-miR-31a","dme-miR-309","dme-miR-310","dme-miR-311","dme-miR-312","dme-miR-313","dme-miR-314","dme-miR-315","dme-miR-316","dme-miR-317","dme-miR-318","dme-miR-2c","dme-miR-iab-4-5p","dme-miR-iab-4-3p","dme-miR-iab-4as-5p","dme-miR-955","dme-miR-190","dme-miR-193","dme-miR-956","dme-miR-957","dme-miR-958","dme-miR-375","dme-miR-960","dme-miR-962","dme-miR-963","dme-miR-964","dme-miR-932","dme-miR-965","dme-miR-1002","dme-miR-968","dme-miR-969","dme-miR-970","dme-miR-971","dme-miR-974","dme-miR-976","dme-miR-977","dme-miR-980","dme-miR-981","dme-miR-927","dme-miR-986","dme-miR-987","dme-miR-988","dme-miR-989","dme-miR-137","dme-miR-929","dme-miR-993","dme-miR-994","dme-miR-995","dme-miR-996","dme-miR-252","dme-miR-998","dme-miR-999","dme-miR-1000","dme-miR-1003","dme-miR-1004","dme-miR-1006","dme-miR-1007","dme-miR-1010","dme-miR-1011","dme-miR-1014","dme-miR-1017","dme-miR-12","dme-miR-184*","dme-miR-276*","dme-miR-280","dme-miR-281-1*","dme-miR-287","dme-miR-288","dme-miR-289","dme-miR-303","dme-miR-306*","dme-miR-iab-4as-3p","dme-miR-954","dme-miR-959","dme-miR-961","dme-miR-966","dme-miR-967","dme-miR-972","dme-miR-973","dme-miR-975","dme-miR-978","dme-miR-979","dme-miR-982","dme-miR-983","dme-miR-984","dme-miR-985","dme-miR-990","dme-miR-991","dme-miR-992","dme-miR-995*","dme-miR-997","dme-miR-1001","dme-miR-1005","dme-miR-1008","dme-miR-1009","dme-miR-1012","dme-miR-1013","dme-miR-1015","dme-miR-1016","dme-miR-2279*","dme-miR-2279","dme-miR-2280","dme-miR-2280*","dme-miR-2281*","dme-miR-2281","dme-miR-2282","dme-miR-2283","dme-miR-307-as*","dme-miR-307-as","dme-miR-2489","dme-miR-2490","dme-miR-2491","dme-miR-2492","dme-miR-2493*","dme-miR-2493","dme-miR-2494*","dme-miR-2494","dme-miR-2495","dme-miR-2495*","dme-miR-2496*","dme-miR-2496","dme-miR-2497*","dme-miR-2497","dme-miR-2498*","dme-miR-2498","dme-miR-2499*","dme-miR-2499","dme-miR-2500*","dme-miR-2500","dme-miR-2501","dme-miR-2501*","dme-miR-4951","dme-miR-3642","dme-miR-3643","dme-miR-3644","dme-miR-3645","dme-miR-4966","dme-miR-4968","dme-miR-4969","dme-miR-4976"
"1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39078",NA,NA,NA,NA,"43950",NA,"44135",NA,NA,NA,NA,"39206",NA,NA,NA,NA,NA,NA,"318993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50358","41310",NA,NA,NA,NA,NA,NA,NA,"31747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43441",NA,NA,"31143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41473",NA,NA,NA,"34495",NA,NA,NA,NA,"41339",NA,NA,NA,"31678",NA,NA,"45969",NA,NA,NA,NA,NA,"33240",NA,NA,NA,NA,NA,NA,NA,"43115",NA,"36049",NA,NA,NA,NA,NA,NA,NA,NA,"3772691",NA,NA,"39423",NA,NA,"39651",NA,NA,NA,"44039",NA,NA,"44108",NA,NA,"36527",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41648",NA,NA,NA,NA,NA,"39241","317834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53448",NA,NA,NA,NA,"43657",NA,NA,NA,NA,NA,NA,"31205",NA,NA,NA,NA,NA,NA,"34358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35380","32350",NA,NA,NA,NA,NA,NA,NA,"42297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33905",NA,NA,"43197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43096",NA,NA,NA,"44046",NA,NA,NA,NA,"36619",NA,NA,NA,"32536",NA,NA,"39747",NA,NA,NA,NA,NA,"38740",NA,NA,NA,NA,NA,NA,NA,"3355160",NA,"32898",NA,NA,NA,NA,NA,NA,NA,NA,"37970",NA,NA,"34333",NA,NA,"38047",NA,NA,NA,"38489",NA,NA,"40577",NA,NA,"42450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34274",NA,NA,NA,NA,NA,"36775","42795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33511",NA,NA,NA,NA,"32664",NA,NA,NA,NA,NA,NA,"37950",NA,NA,NA,NA,NA,NA,"40389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40839","39700",NA,NA,NA,NA,NA,NA,NA,"33498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37559",NA,NA,"43795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37090",NA,NA,NA,"246441",NA,NA,NA,NA,"34651",NA,NA,NA,"31408",NA,NA,"33025",NA,NA,NA,NA,NA,"35932",NA,NA,NA,NA,NA,NA,NA,"2768688",NA,"37851",NA,NA,NA,NA,NA,NA,NA,NA,"40067",NA,NA,"38400",NA,NA,"246487",NA,NA,NA,"37201",NA,NA,"33684",NA,NA,"31863",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36286",NA,NA,NA,NA,NA,"246621","38051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50147",NA,NA,NA,NA,"34957",NA,NA,NA,NA,NA,NA,"34392",NA,NA,NA,NA,NA,NA,"36723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33925","35567",NA,NA,NA,NA,NA,NA,NA,"34652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41778",NA,NA,"34625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"261616",NA,NA,NA,"31075",NA,NA,NA,NA,"36975",NA,NA,NA,"37290",NA,NA,"36437",NA,NA,NA,NA,NA,"32297",NA,NA,NA,NA,NA,NA,NA,"35430",NA,"36945",NA,NA,NA,NA,NA,NA,NA,NA,"43015",NA,NA,"35949",NA,NA,"35419",NA,NA,NA,"34051",NA,NA,"39066",NA,NA,"45875",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33361",NA,NA,NA,NA,NA,"33083","41592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33134",NA,NA,NA,NA,"38091",NA,NA,NA,NA,NA,NA,"37866",NA,NA,NA,NA,NA,NA,"35966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2768661","317922",NA,NA,NA,NA,NA,NA,NA,"37893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39364",NA,NA,"31071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35220",NA,NA,NA,"37137",NA,NA,NA,NA,"33765",NA,NA,NA,"36129",NA,NA,"34569",NA,NA,NA,NA,NA,"317915",NA,NA,NA,NA,NA,NA,NA,"38635",NA,"33203",NA,NA,NA,NA,NA,NA,NA,NA,"44793",NA,NA,"318990",NA,NA,"41590",NA,NA,NA,"40141",NA,NA,"40524",NA,NA,"36571",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41390",NA,NA,NA,NA,NA,"36706","40150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44135",NA,NA,NA,NA,"34548",NA,NA,NA,NA,NA,NA,"3354988",NA,NA,NA,NA,NA,NA,"36102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40457","39886",NA,NA,NA,NA,NA,NA,NA,"40949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44855",NA,NA,"34393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35090",NA,NA,NA,"37968",NA,NA,NA,NA,"35680",NA,NA,NA,"40047",NA,NA,"34939",NA,NA,NA,NA,NA,"34508",NA,NA,NA,NA,NA,NA,NA,"40620",NA,"34728",NA,NA,NA,NA,NA,NA,NA,NA,"35608",NA,NA,"42735",NA,NA,"34732",NA,NA,NA,"35235",NA,NA,"35966",NA,NA,"34180",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35177",NA,NA,NA,NA,NA,"40259","41320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45307",NA,NA,NA,NA,NA,NA,"33259",NA,NA,NA,NA,NA,NA,"40961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35881","38376",NA,NA,NA,NA,NA,NA,NA,"37978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43323",NA,NA,"39036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37523",NA,NA,NA,"42841",NA,NA,NA,NA,"36373",NA,NA,NA,"36720",NA,NA,"3355135",NA,NA,NA,NA,NA,"40970",NA,NA,NA,NA,NA,NA,NA,"43786",NA,"31300",NA,NA,NA,NA,NA,NA,NA,NA,"49045",NA,NA,"34669",NA,NA,"41942",NA,NA,NA,"40249",NA,NA,"36279",NA,NA,"38021",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40144",NA,NA,NA,NA,NA,"3771845","31746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42103",NA,NA,NA,NA,NA,NA,"42303",NA,NA,NA,NA,NA,NA,"2768878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41104","43560",NA,NA,NA,NA,NA,NA,NA,"53563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42325",NA,NA,"43459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40896",NA,NA,NA,"44126",NA,NA,NA,NA,"42186",NA,NA,NA,"42079",NA,NA,"42444",NA,NA,NA,NA,NA,"2768659",NA,NA,NA,NA,NA,NA,NA,"3355125",NA,"36648",NA,NA,NA,NA,NA,NA,NA,NA,"38085",NA,NA,"317904",NA,NA,"42259",NA,NA,NA,"36329",NA,NA,"43556",NA,NA,"40045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50287",NA,NA,NA,NA,NA,"37332","40264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32074",NA,NA,NA,NA,NA,NA,"39689",NA,NA,NA,NA,NA,NA,"36527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32148","42493",NA,NA,NA,NA,NA,NA,NA,"31902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40985",NA,NA,"34610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44117",NA,NA,NA,"34383",NA,NA,NA,NA,"39453",NA,NA,NA,"41136",NA,NA,"40308",NA,NA,NA,NA,NA,"31248",NA,NA,NA,NA,NA,NA,NA,"37458",NA,"42621",NA,NA,NA,NA,NA,NA,NA,NA,"36276",NA,NA,"35918",NA,NA,"43782",NA,NA,NA,"34144",NA,NA,"32112",NA,NA,"34645",NA,NA,NA,NA,NA,NA,NA,NA,NA,"246682",NA,NA,NA,NA,NA,"37021","5740252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41056",NA,NA,NA,NA,NA,NA,"42477",NA,NA,NA,NA,NA,NA,"31863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38350","33442",NA,NA,NA,NA,NA,NA,NA,"37579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"246384",NA,NA,"50220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39679",NA,NA,NA,"32382",NA,NA,NA,NA,"32536",NA,NA,NA,"38376",NA,NA,"41152",NA,NA,NA,NA,NA,"37837",NA,NA,NA,NA,NA,NA,NA,"34277",NA,"43546",NA,NA,NA,NA,NA,NA,NA,NA,"34840",NA,NA,"38543",NA,NA,"50459",NA,NA,NA,"33402",NA,NA,"44736",NA,NA,"43709",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37033",NA,NA,NA,NA,NA,"33916","40763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3355171",NA,NA,NA,NA,NA,NA,"39550",NA,NA,NA,NA,NA,NA,"45875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41957","43697",NA,NA,NA,NA,NA,NA,NA,"35564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117459",NA,NA,"39408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39365",NA,NA,NA,"34849",NA,NA,NA,NA,"31408",NA,NA,NA,"34521",NA,NA,"42297",NA,NA,NA,NA,NA,"31831",NA,NA,NA,NA,NA,NA,NA,"2768677",NA,"318138",NA,NA,NA,NA,NA,NA,NA,NA,"47408",NA,NA,"39156",NA,NA,"35527",NA,NA,NA,"38756",NA,NA,"31863",NA,NA,"39987",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49779",NA,NA,NA,NA,NA,"38720","33462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34098",NA,NA,NA,NA,NA,NA,"42707",NA,NA,NA,NA,NA,NA,"36571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46158","43066",NA,NA,NA,NA,NA,NA,NA,"246551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43604",NA,NA,"35922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43950",NA,NA,NA,"35154",NA,NA,NA,NA,"37075",NA,NA,NA,"37575",NA,NA,"36732",NA,NA,NA,NA,NA,"42817",NA,NA,NA,NA,NA,NA,NA,"36485",NA,"43505",NA,NA,NA,NA,NA,NA,NA,NA,"43457",NA,NA,"39137",NA,NA,"34889",NA,NA,NA,"36072",NA,NA,"39433",NA,NA,"49809",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40863",NA,NA,NA,NA,NA,"2768685","38239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37708",NA,NA,NA,NA,NA,NA,"33275",NA,NA,NA,NA,NA,NA,"38021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42824","40862",NA,NA,NA,NA,NA,NA,NA,"5740565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33221",NA,NA,"33844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34957",NA,NA,NA,"33085",NA,NA,NA,NA,"36129",NA,NA,NA,"40813",NA,NA,"41168",NA,NA,NA,NA,NA,"31052",NA,NA,NA,NA,NA,NA,NA,"40710",NA,"36042",NA,NA,NA,NA,NA,NA,NA,NA,"32387",NA,NA,"35930",NA,NA,"42265",NA,NA,NA,"39485",NA,NA,"35374",NA,NA,"36138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31667",NA,NA,NA,NA,NA,"33770","4379880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41805",NA,NA,NA,NA,NA,NA,"39399",NA,NA,NA,NA,NA,NA,"40045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42092","32962",NA,NA,NA,NA,NA,NA,NA,"35920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32001",NA,NA,"37820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38428",NA,NA,NA,"33544",NA,NA,NA,NA,"40047",NA,NA,NA,"40529",NA,NA,"40187",NA,NA,NA,NA,NA,"42953",NA,NA,NA,NA,NA,NA,NA,"41348",NA,"43905",NA,NA,NA,NA,NA,NA,NA,NA,"33335",NA,NA,"39135",NA,NA,"31601",NA,NA,NA,"39964",NA,NA,"38021",NA,NA,"32721",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41599",NA,NA,NA,NA,NA,"44448","40944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37993",NA,NA,NA,NA,NA,NA,"37603",NA,NA,NA,NA,NA,NA,"34645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35810","39216",NA,NA,NA,NA,NA,NA,NA,"38341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34184",NA,NA,"34984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42103",NA,NA,NA,"32778",NA,NA,NA,NA,"36720",NA,NA,NA,"33602",NA,NA,"49805",NA,NA,NA,NA,NA,"35588",NA,NA,NA,NA,NA,NA,NA,"42641",NA,"41307",NA,NA,NA,NA,NA,NA,NA,NA,"48785",NA,NA,"2768938",NA,NA,"32963",NA,NA,NA,"34495",NA,NA,"43709",NA,NA,"36978",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42554",NA,NA,NA,NA,NA,"53567","44936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34467",NA,NA,NA,NA,NA,NA,"32400",NA,NA,NA,NA,NA,NA,"49809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34842","39430",NA,NA,NA,NA,NA,NA,NA,"39870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41628",NA,NA,"34956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40374",NA,NA,NA,"37027",NA,NA,NA,NA,"38340",NA,NA,NA,"31405",NA,NA,"8674030",NA,NA,NA,NA,NA,"246448",NA,NA,NA,NA,NA,NA,NA,"38575",NA,"35055",NA,NA,NA,NA,NA,NA,NA,NA,"326161",NA,NA,"35139",NA,NA,"34002",NA,NA,NA,"40414",NA,NA,"43484",NA,NA,"326119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47878",NA,NA,NA,NA,NA,"318213","34189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32253",NA,NA,NA,NA,NA,NA,"318700",NA,NA,NA,NA,NA,NA,"36138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37583","38634",NA,NA,NA,NA,NA,NA,NA,"39326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33357",NA,NA,"32068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41056",NA,NA,NA,"44096",NA,NA,NA,NA,"42079",NA,NA,NA,"39902",NA,NA,"42885",NA,NA,NA,NA,NA,"40064",NA,NA,NA,NA,NA,NA,NA,"41625",NA,"33583",NA,NA,NA,NA,NA,NA,NA,NA,"41089",NA,NA,"46078",NA,NA,"31858",NA,NA,NA,"37239",NA,NA,"49809",NA,NA,"36045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36122",NA,NA,NA,NA,NA,"35500","33029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38657",NA,NA,NA,NA,NA,NA,"41273",NA,NA,NA,NA,NA,NA,"32721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38714","39872",NA,NA,NA,NA,NA,NA,NA,"41785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39406",NA,NA,"50442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41666",NA,NA,NA,"3772105",NA,NA,NA,NA,"41136",NA,NA,NA,"38373",NA,NA,"33759",NA,NA,NA,NA,NA,"39884",NA,NA,NA,NA,NA,NA,NA,"35623",NA,"40155",NA,NA,NA,NA,NA,NA,NA,NA,"35698",NA,NA,"34650",NA,NA,"34961",NA,NA,NA,"53431",NA,NA,"36978",NA,NA,"39829",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31738",NA,NA,NA,NA,NA,"3772359","42596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3885606",NA,NA,NA,NA,NA,NA,"35029",NA,NA,NA,NA,NA,NA,"36978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35173","41083",NA,NA,NA,NA,NA,NA,NA,"39505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41744",NA,NA,"32408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37993",NA,NA,NA,"38095",NA,NA,NA,NA,"31056",NA,NA,NA,"32604",NA,NA,"45247",NA,NA,NA,NA,NA,"33283",NA,NA,NA,NA,NA,NA,NA,"38485",NA,"37410",NA,NA,NA,NA,NA,NA,NA,NA,"41179",NA,NA,"37185",NA,NA,"43832",NA,NA,NA,"38565",NA,NA,"43326",NA,NA,"33465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36725",NA,NA,NA,NA,NA,"36922","36270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34322",NA,NA,NA,NA,NA,NA,"2769000",NA,NA,NA,NA,NA,NA,"37134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39147","31652",NA,NA,NA,NA,NA,NA,NA,"31866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32124",NA,NA,"33641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40708",NA,NA,NA,"38711",NA,NA,NA,NA,"37575",NA,NA,NA,"33027",NA,NA,"37978",NA,NA,NA,NA,NA,"33824",NA,NA,NA,NA,NA,NA,NA,"31945",NA,"37834",NA,NA,NA,NA,NA,NA,NA,NA,"59247",NA,NA,"39023",NA,NA,"32539",NA,NA,NA,"41491",NA,NA,"3771905",NA,NA,"3771905",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37909",NA,NA,NA,NA,NA,"41262","41217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
